,background,body,face,item,hair style
2369,pink,pose3,break,fork,crown
2370,sky_blue,pose3,break,fork,mayonnaise
2371,sky_blue,pose3,stare,apple_watch,wasabi
2372,pink,pose3,basic,phone,mayonnaise
2373,under_the_sea,pose3,dissatisfaction,phone,wasabi
2374,mint,pose3,glasses,none,mustard
2375,beach,pose3,anger,apple_watch,mustard
2376,mint,pose3,absurd,phone,crown
2377,sky_blue,pose3,absurd,gold_watch,mayonnaise
2378,pink,pose3,dissatisfaction,fork,soy_sauce
2379,mint,pose3,break,none,mayonnaise
2380,under_the_sea,pose3,basic,gold_watch,pasture
2381,sky_blue,pose3,surprised,apple_watch,mayonnaise
2382,bling,pose3,surprised,gold_watch,ketchup
2383,bling,pose3,sunglasses,apple_watch,ketchup
2384,bling,pose3,glasses,phone,stick
2385,mint,pose3,laugh,fork,stick
2386,sky_blue,pose3,laugh,apple_watch,wasabi
2387,bling,pose3,laugh,gold_watch,mayonnaise
2388,bling,pose3,absurd,phone,ketchup
2389,sky_blue,pose3,basic,none,crown
2390,sky_blue,pose3,break,fork,pasture
2391,under_the_sea,pose3,stare,none,crown
2392,pink,pose3,glasses,none,ketchup
2393,sky_blue,pose3,break,apple_watch,soy_sauce
2394,pink,pose3,absurd,none,ketchup
2395,mint,pose3,basic,none,mustard
2396,bling,pose3,dissatisfaction,none,soy_sauce
2397,sky_blue,pose3,basic,none,stick
2398,bling,pose3,absurd,phone,soy_sauce
